Creditor Name,Reasons for payment or transfer,Dates of Payments,Total,Address,Page Number
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$302,039.01",Address on File,94
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,9/9/2022,$142.36,Address on File,94
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/9/2022,$5.06,Address on File,95
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/6/2022,"$2,982.54",Address on File,95
Name on File,BlockFi platform activity ‐ crypto‐backed loan principal proceeds,10/21/2022,"$2,073.69",Address on File,95
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/11/2022,"$6,601.33",Address on File,95
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$162,063.00",Address on File,95
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,11/8/2022,$811.77,Address on File,95
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,"$2,215.39",Address on File,95
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/20/2022,"$1,997.79",Address on File,95
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,9/28/2022,"$2,242.43",Address on File,95
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/12/2022,"$4,031.13",Address on File,95
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$8,086.93",Address on File,95
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/31/2022,"$14,031.14",Address on File,95
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,"$33,600.50",Address on File,95
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,11/9/2022,$761.80,Address on File,95
Name on File,BlockFi platform activity ‐ release collateral to Wallet from crypto‐backed loan,10/21/2022,"$47,417.23",Address on File,95
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/14/2022,"$25,000.00",Address on File,95
Name on File,BlockFi platform activity ‐ internal move from BIA to Wallet,9/21/2022,"$5,126.64",Address on File,95
